Sample	file_id	Resgenes	file_id	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster
CV9_S112	plasmid_740.fasta	blaSHV-12	plasmid_740.fasta	1	4474	62.36030397854269	-	-	-	-	-	-	-	-	Non-mobilizable	CP015133	0.0259767	74
CV9_S112	plasmid_1552.fasta	tet(A);blaTEM-1B;aadA5;aadA2;sul1;sul3;mph(A);dfrA12;dfrA17;cmlA1	plasmid_1552.fasta	12	139684	52.753357578534406	IncFII,IncFIIA,IncFIB,IncFIA	000121__CP024805,000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_019037_00027,NC_017639_00100,NC_022651_00077,NC_008460_00107,NC_019094_00090,NC_010719_00097,NC_013437_00116,NC_010409_00124,NC_017639_00094,NC_007675_00027,08-5333_00200,NC_010488_00021	MOBF	KT754162	Conjugative	CP011493	0.00924552	155
CV9_S112	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23106	51.37626590495975	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0458408	291
DI10_S118	plasmid_475.fasta	qnrS1;blaCTX-M-15	plasmid_475.fasta	2	87924	50.06482871570902	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NZ_CM001473_00069,NC_022267_00069,NC_019111_00038,NC_023290_00086,NC_019097_00056,NC_019097_00075,NC_019097_00085,NC_015965_00072,NC_022267_00057	MOBP	JN253636	Conjugative	CP003290	0.00343111	47
DI10_S118	plasmid_973.fasta	sul2;sul2;sul2;blaTEM-1B;aph(6)-Id;tet(A)	plasmid_973.fasta	11	150534	51.63351800922051	IncFIIA,IncFII,IncQ1,IncFIB	000136__AP014877_00014,000121__CP024805,000195__NC_013728_00014,000095__NZ_CP014273_00094	MOBP,MOBF	NC_011416_00039,NC_017627_00068	MPF_F	NC_010719_00096,NC_017639_00100,NC_017639_00094,NC_019094_00090,NC_007675_00027,NC_013437_00116,NC_010409_00124,NC_014615_00033,NC_010488_00021,08-5333_00200,NC_022651_00077,NC_018966_00040	MOBF	CP016042	Conjugative	CP018994	0.000906124	97
DI12_S35	plasmid_811.fasta	NA	plasmid_811.fasta	1	8635	62.40880138969311	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0399018	81
DI12_S35	plasmid_539.fasta	dfrA14;tet(A)	plasmid_539.fasta	18	111452	51.130531529268204	IncFIB,IncFII,IncFIIA	000095__NZ_CP014273_00094,000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_018966_00040,NC_019094_00090,NC_013437_00116,NC_007675_00027,NC_010488_00021,08-5333_00200,NC_017639_00100,NC_014615_00033,NC_008460_00107,NC_022651_00077,NC_017639_00094,NC_010409_00124	-	-	Conjugative	KJ484628	0.0100207	53
DI12_S35	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	25219	50.8902018319521	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0482105	291
DI12_S35	plasmid_991.fasta	qnrS1;blaCTX-M-15;blaTEM-1B;aph(6)-Id;sul2	plasmid_991.fasta	5	74073	50.85388738136703	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00659353	99
DI13_S156	plasmid_novel_1.fasta	blaCTX-M-27;tet(A);dfrA12;aph(6)-Id;aadA2;sul2	plasmid_novel_1.fasta	1	67133	51.53948132810987	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	CP022072	0.0730018	5
DI13_S156	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	5	9401	46.19721306244016	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021842	0.0778587	100
DI13_S156	plasmid_2911.fasta	NA	plasmid_2911.fasta	2	24316	50.79371607172232	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0492808	291
DI1_S186	plasmid_920.fasta	NA	plasmid_920.fasta	6	97197	46.65781865695443	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0146626	92
DI2_S147	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	28944	48.030679933665006	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0492808	291
DI4_S60	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	2	35043	56.7388636817624	IncFIA	000094__NZ_CP015070_00117	-	-	-	-	-	-	Non-mobilizable	CP016160	0.0618432	158
DI4_S60	plasmid_219.fasta	NA	plasmid_219.fasta	2	9006	43.55984898956251	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	CP019003	0.0084995	21
DI4_S60	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1597	49.906073888541016	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	-	-	Non-mobilizable	JN253636	0.0949813	41
DI4_S60	plasmid_795.fasta	NA	plasmid_795.fasta	5	20768	52.25346687211094	-	-	-	-	-	-	-	-	Non-mobilizable	CP019906	0.0211548	79
DI4_S60	plasmid_1140.fasta	NA	plasmid_1140.fasta	8	87098	47.559071390847095	-	-	-	-	-	-	-	-	Non-mobilizable	CP021537	0.0271635	114
DI4_S60	plasmid_1563.fasta	tet(A);tet(B);blaTEM-1B;aph(3'')-Ib;aadA5;aph(6)-Id;sul2;dfrA17;mph(A)	plasmid_1563.fasta	28	89124	51.077150935774874	IncFIIA,IncFII,ColRNAI_rep_cluster_1291	000136__AP014877_00014,000121__CP024805,000002__NC_009781	-	-	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,08-5333_00200	MOBF	NC_010600	Mobilizable	CP014493	0.0169536	156
DI4_S60	plasmid_5.fasta	NA	plasmid_5.fasta	1	2690	43.605947955390334	-	-	MOBF	CP019897	-	-	MOB_unknown	NZ_CP014319	Mobilizable	CP019897	0.0186195	
DI4_S60	plasmid_607.fasta	blaCTX-M-15	plasmid_607.fasta	3	8973	53.939596567480216	-	-	-	-	-	-	-	-	Non-mobilizable	JQ319768	0.0371871	60
DI5_S114	plasmid_1007.fasta	NA	plasmid_1007.fasta	10	83477	46.63080848616984	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP010243	0.032829	100
DI5_S114	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	4568	47.70140105078809	rep_cluster_1704	001113__CP011430_00070	-	-	-	-	-	-	Non-mobilizable	HQ230976	0.10374	40
DI5_S114	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	25758	50.15917384890131	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0439391	291
DI5_S114	plasmid_476.fasta	sul2;dfrA17;aadA5;blaCTX-M-1	plasmid_476.fasta	7	108433	50.87565593500134	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019111_00038,NC_022267_00057,NC_015965_00072,NC_019097_00075,NC_019097_00056,NC_022267_00069,NC_023290_00086,NC_019097_00085,NZ_CM001473_00069	MOBP	HM021326	Conjugative	KJ484635	0.00108342	47
DI7_S115	plasmid_292.fasta	NA	plasmid_292.fasta	1	5892	46.70739986422267	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_019076_00002	-	-	MOBP	NZ_CP012632	Mobilizable	CP001148	0.015998	29
DI7_S115	plasmid_1140.fasta	NA	plasmid_1140.fasta	1	89642	47.38738537739006	rep_cluster_1704	001113__CP011430_00070	-	-	-	-	-	-	Non-mobilizable	CP011430	0.0338037	114
DI7_S115	plasmid_991.fasta	sul2;aph(6)-Id;dfrA14;qnrS1;blaTEM-1B;blaCTX-M-15	plasmid_991.fasta	7	84421	50.08351002712595	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.00411762	99
DI8_S116	plasmid_811.fasta	NA	plasmid_811.fasta	1	8573	62.53353551848828	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0399018	81
DI8_S116	plasmid_991.fasta	dfrA14;sul2;tet(A);qnrS1;aph(6)-Id;blaCTX-M-15;blaTEM-1B	plasmid_991.fasta	9	90508	50.660715074910506	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00103,NC_011092_00102	-	-	Conjugative	CP021681	0.00249129	99
DI9_S117	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	4	26009	46.96066746126341	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.052714	100
DI9_S117	plasmid_1007.fasta	NA	plasmid_1007.fasta	9	24734	45.44756206032182	-	-	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0498292	100
DI9_S117	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	42817	48.47140154611486	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	EF536825	0.170926	5
DI9_S117	plasmid_991.fasta	tet(A);qnrS1;dfrA14;aph(6)-Id;sul2;blaCTX-M-15;blaTEM-1B	plasmid_991.fasta	4	79519	52.52581144129076	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	KM023153	0.00075568	99
DI9_S117	plasmid_1368.fasta	NA	plasmid_1368.fasta	1	12487	49.3232962280772	-	-	-	-	-	-	-	-	Non-mobilizable	CP006925	0.047688	136
E10_S61	plasmid_811.fasta	NA	plasmid_811.fasta	1	8573	62.53353551848828	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0399018	81
E10_S61	plasmid_991.fasta	qnrS1;aph(6)-Id;sul2;tet(A);dfrA14;blaTEM-1B;blaCTX-M-15	plasmid_991.fasta	12	94323	50.67480890132841	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	CP021681	0.00302611	99
E20_S62	plasmid_991.fasta	blaTEM-1B;blaCTX-M-15;aph(6)-Id;sul2;qnrS1;tet(A);dfrA14	plasmid_991.fasta	9	93949	50.68388168048622	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00152214	99
E22_S60	plasmid_17.fasta	NA	plasmid_17.fasta	1	5569	46.81271323397378	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP,MOBP	NC_019076_00002,NC_017321_00002	-	-	MOBP	KY014464	Mobilizable	CP017223	0.0213613	1
E22_S60	plasmid_811.fasta	NA	plasmid_811.fasta	3	23967	58.87678891809571	-	-	-	-	-	-	-	-	Non-mobilizable	FJ042668	0.0468354	81
E22_S60	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	2520	46.785714285714285	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP007658	Mobilizable	CP009568	0.052714	62
E22_S60	plasmid_795.fasta	NA	plasmid_795.fasta	1	10661	52.21836600694119	-	-	-	-	-	-	-	-	Non-mobilizable	CP019906	0.0498292	79
E22_S60	plasmid_991.fasta	sul2;tet(A);aph(6)-Id;dfrA14;qnrS1;blaCTX-M-15;blaTEM-1B	plasmid_991.fasta	20	100615	52.66113402574169	IncFIB,IncFIB	000107__CP014778_00094,000096__NC_019117_00097	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00100,NC_011092_00103	-	-	Conjugative	CP018207	0.00294054	99
E22_S60	plasmid_58.fasta	NA	plasmid_58.fasta	1	1934	51.292657704239915	ColRNAI_rep_cluster_1993	000024__JX133088	-	-	-	-	-	-	Non-mobilizable	CP018317	0.0223484	5
E22_S60	plasmid_920.fasta	NA	plasmid_920.fasta	2	89169	45.49226749206563	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019013	0.0242917	92
E25_S272	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	5032	45.329888712241655	-	-	MOBP	NC_019076_00002	-	-	MOBP	NZ_CP016585	Mobilizable	AY048853	0.0662649	31
E25_S272	plasmid_1009.fasta	NA	plasmid_1009.fasta	5	101749	47.99555769589873	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP009168	0.0283151	100
E25_S272	plasmid_286.fasta	NA	plasmid_286.fasta	1	5512	39.296081277213354	-	-	-	-	-	-	MOBP,MOB_unknown	KX712120,NC_019986	Mobilizable	JN692546	0.026819	28
E25_S272	plasmid_261.fasta	NA	plasmid_261.fasta	1	4916	54.10903173311635	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	MOBP	NC_014003_00004	-	-	MOBP,MOBP	CP001386,CP022165	Mobilizable	CP011066	0.0123533	26
E25_S272	plasmid_1368.fasta	NA	plasmid_1368.fasta	2	11347	48.744161452366264	-	-	-	-	-	-	-	-	Non-mobilizable	CP006925	0.0458408	136
E30_S49	plasmid_357.fasta	sul2;aph(6)-Id	plasmid_357.fasta	1	6178	52.638394302363224	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	HM371192	0.000532603	35
E30_S49	plasmid_219.fasta	NA	plasmid_219.fasta	1	18158	48.81594889304989	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP019003	0.0226378	21
E30_S49	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1551	51.06382978723404	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOB_unknown,MOBP	CP018359,AB027308	Mobilizable	JN253636	0.0565317	41
E30_S49	plasmid_1555.fasta	mph(A);aac(6')-Ib-cr;aadA5;dfrA17;catB3;catB3;aac(6')-Ib-cr;sul1;blaOXA-1;blaCTX-M-15;tet(B)	plasmid_1555.fasta	21	149210	51.83834863615039	IncFIB,IncFIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_007675_00027,08-5333_00200,NC_018966_00040,NC_013437_00116,NC_019094_00090,NC_010488_00021,NC_017639_00094,NC_014615_00033,NC_017639_00100,NC_010719_00096,NC_022651_00077,NC_010409_00124	-	-	Conjugative	CP009232	0.00268639	155
E30_S49	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	8739	56.36800549261929	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0298988	106
E30_S49	plasmid_5.fasta	NA	plasmid_5.fasta	1	3133	45.19629747845516	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBF	CP019897	-	-	MOB_unknown	NZ_CP014319	Mobilizable	CP019897	0.0164989	
E33_S61	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	26755	49.844888805830685	IncFIA	000094__NZ_CP015070_00117	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP018960	0.0565317	155
E33_S61	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	6399	40.66260353180184	IncX1	000215__KC853434_00019	-	-	-	-	-	-	Non-mobilizable	CP011431	0.0642645	4
E33_S61	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	27349	50.5832023108706	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0453547	291
E33_S61	plasmid_476.fasta	blaTEM-198;blaTEM-104;blaTEM-1B	plasmid_476.fasta	9	69776	50.20064205457464	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NZ_CM001473_00069,NC_019097_00085,NC_022267_00069,NC_019097_00075,NC_019097_00056	MOBP	HM021326	Conjugative	CP019173	0.0250805	47
E33_S61	plasmid_47.fasta	NA	plasmid_47.fasta	5	41274	50.74623249503319	-	-	MOBP	NC_019096_00001	MPF_T	NC_019046_00026,NC_017624_00009,NC_023277_00163,NC_010860_00022,NC_019067_00043	-	-	Conjugative	CP011431	0.030875	4
E37_S157	plasmid_476.fasta	NA	plasmid_476.fasta	1	99041	52.228874910390644	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_023290_00086,NC_022267_00069,NC_019097_00085,NC_022267_00057,NC_011419_00085,NC_015965_00072,NC_019097_00075,NZ_CM001473_00069,NC_019097_00056	MOBP	HM021326	Conjugative	AP009241	0.0378117	47
E37_S157	plasmid_920.fasta	blaCTX-M-55	plasmid_920.fasta	3	112194	46.15309196570227	IncFIB	000105__NC_011917_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP020118	0.0122604	92
E49_S117	plasmid_1007.fasta	NA	plasmid_1007.fasta	15	72538	47.477184372328985	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP010234	0.028588	100
E49_S117	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	24345	50.425138632162664	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0455159	291
E52_S118	plasmid_475.fasta	qnrS1;blaCTX-M-15	plasmid_475.fasta	2	88845	50.17614947380269	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_023290_00086,NC_022267_00069,NC_019097_00075,NC_019097_00085,NZ_CM001473_00069,NC_019111_00038,NC_022267_00057,NC_015965_00072	MOBP	JN253636	Conjugative	CP003290	0.00387578	47
E52_S118	plasmid_825.fasta	aadA1;sul2;dfrA1;dfrA1;dfrA1	plasmid_825.fasta	3	9326	57.870469654728716	-	-	-	-	-	-	-	-	Non-mobilizable	NC_019062	0.0494626	82
E53_S119	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	12545	44.91829414109207	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP012733	0.118834	291
E53_S119	plasmid_novel_2.fasta	NA	plasmid_novel_2.fasta	3	21942	52.64788989153222	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_Unknown	08-5333_00200	-	-	Conjugative	CP013028	0.0613264	155
E53_S119	plasmid_26.fasta	NA	plasmid_26.fasta	1	5512	48.69375907111756	ColRNAI_rep_cluster_1857	000010__KY807921	MOBP	NC_019076_00002	-	-	MOBP	NC_008697	Mobilizable	AY079201	0.00645455	2
E53_S119	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	4233	41.60170092133239	ColRNAI_rep_cluster_1987,rep_cluster_2050	000019__CP000651_00005,001473__CP024541	-	-	-	-	-	-	Non-mobilizable	CP012489	0.0733545	20
E53_S119	plasmid_414.fasta	NA	plasmid_414.fasta	1	1551	51.644100580270795	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	-	-	-	-	MOBP,MOB_unknown	AB027308,JN985534	Mobilizable	JN253636	0.0473443	41
E53_S119	plasmid_novel_3.fasta	NA	plasmid_novel_3.fasta	1	15695	47.365402994584265	IncFIA,IncFIB	000093__KX023259_00112,000095__NZ_CP014273_00094	-	-	-	-	-	-	Non-mobilizable	AY230888	0.0882637	55
E63_S120	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	219933	50.2375723515798	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.219531	156
E71_S158	plasmid_23.fasta	NA	plasmid_23.fasta	2	6312	48.035487959442335	-	-	MOBP	NC_017321_00002	-	-	MOBP	MF083142	Mobilizable	CP018943	0.00194597	2
E71_S158	plasmid_681.fasta	NA	plasmid_681.fasta	1	58397	51.524907101392195	IncL/M	000148__NC_021488_00028	MOBP	NC_004464_00056	MPF_I	NC_019154_00069,NC_019344_00078,NC_004464_00105,NC_005246_00069,NC_004464_00068,NC_004464_00066,NC_004464_00073,NC_019063_00094,NC_005246_00057	-	-	Conjugative	KX523900	0.0164989	68
E71_S158	plasmid_444.fasta	NA	plasmid_444.fasta	1	3421	41.59602455422391	-	-	MOBF	CP019897	-	-	-	-	Mobilizable	AP014807	0.0411434	44
E71_S158	plasmid_991.fasta	qnrS1;blaCTX-M-15;blaTEM-1B;aph(6)-Id;sul2;dfrA14	plasmid_991.fasta	4	88615	49.95316819951476	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	CP021681	0.00263042	99
E71_S158	plasmid_502.fasta	NA	plasmid_502.fasta	1	6642	44.068051791629024	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003	-	-	-	-	Mobilizable	CP006786	0.0480354	50
E71_S158	plasmid_305.fasta	NA	plasmid_305.fasta	1	5512	47.26052249637155	ColRNAI_rep_cluster_1857	000004__DQ298019	MOBP	NC_017321_00002	-	-	MOBP	NZ_CP016764	Mobilizable	CP006787	0.00105797	30
E73_S19	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	5	9405	46.198830409356724	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021842	0.0778587	100
E73_S19	plasmid_2911.fasta	NA	plasmid_2911.fasta	2	24320	50.78947368421053	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0492808	291
E79_S7	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	483071	49.57573524388754	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AP014804	0.263022	54
E84-redeposit_S3	plasmid_1551.fasta	tet(B);sul1;mph(A);aadA5;catA1;dfrA17	plasmid_1551.fasta	5	80886	52.07946987117672	IncFIB,IncFIA	000101__NZ_CP012345_00042,000094__NZ_CP015070_00117	MOBF	NC_010119_00038	MPF_T	NC_007607_00115	-	-	Conjugative	CP018954	0.00932572	155
E84-redeposit_S3	plasmid_469.fasta	NA	plasmid_469.fasta	1	2560	49.9609375	rep_cluster_1785	001211__AP017616_00002	-	-	-	-	-	-	Non-mobilizable	CP018996	0.0132087	46
E84-redeposit_S3	plasmid_124.fasta	NA	plasmid_124.fasta	1	4773	53.32076262308821	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_013090_00004	-	-	MOBP	NC_019134	Mobilizable	CP004857	0.00191916	12
E84-redeposit_S3	plasmid_839.fasta	NA	plasmid_839.fasta	1	2159	47.10514126910607	-	-	-	-	-	-	-	-	Non-mobilizable	CP000643	0.00113443	83
E84-redeposit_S3	plasmid_29.fasta	NA	plasmid_29.fasta	1	7136	48.62668161434978	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_023328_00003	-	-	MOBP	NZ_CP014198	Mobilizable	KM107848	0.00369655	2
E84-redeposit_S3	plasmid_502.fasta	NA	plasmid_502.fasta	1	2887	46.068583304468305	ColRNAI_rep_cluster_1291	000001__EU090225_00001	-	-	-	-	-	-	Non-mobilizable	CP010879	0.0201478	50
E84-redeposit_S3	plasmid_50.fasta	NA	plasmid_50.fasta	1	47349	40.8414116454413	-	-	MOBP	NC_019096_00001	MPF_T	NC_017624_00009,NC_023277_00163,NC_010860_00022,NC_019067_00043	-	-	Conjugative	CP009074	0.032829	5
E87-redeposit_S6	plasmid_469.fasta	NA	plasmid_469.fasta	1	4075	51.58282208588957	rep_cluster_1785	001211__AP017616_00002	-	-	-	-	MOBQ,MOBQ	NC_002126,NC_009791	Mobilizable	CP008718	0.000906124	46
E87-redeposit_S6	plasmid_1553.fasta	dfrA17;blaTEM-1B;aph(3'')-Ib;aph(6)-Id;mph(A);sul2;tet(A)	plasmid_1553.fasta	13	92266	52.63802484121995	IncFIA,IncFIB,IncFII,IncFIIA	000094__NZ_CP015070_00117,000096__NC_019117_00097,000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_019094_00068,08-5333_00200,NC_008460_00107	-	-	Conjugative	JX127248	0.0236777	155
E87-redeposit_S6	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	18619	50.85665180729362	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0210864	106
E97_S77	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	5849	50.67532911608822	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBF,MOBP	CP019897,NC_019076_00002	-	-	MOB_unknown,MOBP	NZ_CP014319,NZ_CP012632	Mobilizable	CP001148	0.0618432	29
E97_S77	plasmid_740.fasta	blaSHV-12	plasmid_740.fasta	1	5245	60.991420400381315	-	-	-	-	-	-	-	-	Non-mobilizable	CP015133	0.0198862	74
E97_S77	plasmid_219.fasta	NA	plasmid_219.fasta	1	3456	47.800925925925924	-	-	-	-	-	-	-	-	Non-mobilizable	CP019003	0.0403101	21
E97_S77	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	2924	54.06976744186046	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	KX356458	0.0838645	1
E97_S77	plasmid_124.fasta	NA	plasmid_124.fasta	1	4838	54.67135179826374	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_013090_00004	-	-	-	-	Mobilizable	CP004857	0.026819	12
E97_S77	plasmid_463.fasta	NA	plasmid_463.fasta	2	8312	49.61501443695862	rep_cluster_1778,rep_cluster_1778	001199__DQ995352_00003,001201__CP010878_00001	MOBQ,MOBQ	NC_011411_00002,NC_008487_00001	-	-	MOBQ,MOBQ	NC_013507,NC_010672	Mobilizable	DQ995352	0.0189925	46
E97_S77	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.12041884816754	Inc13	000058__CP000643_00001	-	-	-	-	-	-	Non-mobilizable	CP000643	0.000508006	83
E97_S77	plasmid_991.fasta	sul2;qnrS1;aph(6)-Id;blaCTX-M-15;blaTEM-1B;tet(A)	plasmid_991.fasta	7	50006	54.495460544734634	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	KY848295	0.0113529	99
E97_S77	plasmid_502.fasta	NA	plasmid_502.fasta	1	2489	48.25231016472479	ColRNAI_rep_cluster_1291	000001__EU090225_00001	-	-	-	-	-	-	Non-mobilizable	CP012637	0.0252411	50
H100_S195	plasmid_2912.fasta	NA	plasmid_2912.fasta	3	26044	50.03455690370143	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0482105	291
H100_S195	plasmid_1555.fasta	aph(3'')-Ib;aph(6)-Id;aadA5;tet(A);mph(A);dfrA17;sul1;sul2	plasmid_1555.fasta	15	83402	52.832066377305104	IncFIA,IncFIIA,IncFIB	000094__NZ_CP015070_00117,000136__AP014877_00014,000095__NZ_CP014273_00094	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010719_00096,NC_010409_00124	-	-	Conjugative	CP021733	0.0179508	155
H104_S1	plasmid_991.fasta	blaCTX-M-15;blaTEM-1B;dfrA14;sul2;aph(6)-Id;qnrS1	plasmid_991.fasta	6	62671	50.4364059932026	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	-	-	-	-	Mobilizable	CP021681	0.0151342	99
H105-redeposit_S38	plasmid_740.fasta	blaSHV-12	plasmid_740.fasta	1	4536	62.1031746031746	-	-	-	-	-	-	-	-	Non-mobilizable	CP015133	0.0256472	74
H105-redeposit_S38	plasmid_219.fasta	NA	plasmid_219.fasta	2	6488	45.684340320591865	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP019003	0.0179508	21
